Account	the	and	you	for	this	with	all	that	live	was	out	now	his	espn	your	what	are	from	love	one	our	have	thank	first	get	here	time	but	can	like	will	who	new	just	game	back	about	has	know	see	season	win	not	more	don	day	today	year	got	fight	make	off	let	tonight	next	only	they	ever	some	good	last	best	team	him	nba	happy	right	how	man	worlds	world	two	soon	into	tomorrow	after	these	would	amp	much	there	free	play	via	over	friday	want	league	been	real	had	sources	life	going	too	thanks	way	great	her	tournament	did	years	guys	every	final	coming	down	night	come	won	big	still	when	tell	ufc	week	video	show	then	other	never	please	their	cloud	watch	ufcvegas	tour	birthday	lol	miss	think	take	everyone	very	top	always	again	full	most	days	merch	playing	also	shit	people	college	player	eastern	talk	came	ago	stage	put	available	hope	left	green	amazing	made	feel	doing	incredible	them	any	esports	ufcaustin	pacific	heisman	bring	tickets	july	sale	she	wait	event	didn	keep	history	finals	check	games	vctgamechangers	state	cfbplayoff	usa	than	where	long	few	really	black	said	things	getting	open	energy	online	ain	everything	post	better	need	someone	title	both	michael	pacers	making	own	through	done	believe	songs	insane	store	home	something	help	support	lil	work	say	boy	thing	gonna	look	well	fun	sign	starting	already	experience	legac	hard	were	fan	sunday	episode	coach	against	champ	lakers	vote	shows	different	grateful	music	moment	before	wow	enter	may	crazy	while	even	should	those	told	family	being	champions	chance	football	breaking	lebron	contract	played	call	friend	part	until	album	little	cool	end	appreciate	went	old	starts	nobody	collection	future	saturday	fucking	hell	god	taking	weeks	yall	meet	mean	sorry	hit	los	angeles	imagine	fans	halo	debut	former	could	pop	champion	championship	away	match	star	story	weekend	mma	nfl	signing	pts	christmas	beautiful	cities	each	giving	greatest	without	found	youtube	hosting	link	together	another	legends	atlanta	its	rounds	around	boys	damn	might	lost	saying	young	song	doesn	point	run	road	during	why	dropped	trenches	favorite	four	xop	onepiece	head	round	main	thieves	lot	mom	tells	gozaksa	fights	rountree	boxing	grizzlies	reb	feeling	living	biggest	singing	excited	ticket	same	spoke	yeah	february	enjoy	easy	glad	name	midnight	forever	snl	career	start	deal	official	far	lmao	funny	vegas	legacy	thought	makes	faker	many	join	ends	valorant	winter	apex	teams	bro	set	reaction	does	minutes	data	vamoseg	announced	seasons	volleyball	wins	corner	arrived	rumble	yourself	injury	guy	spot	florida	talked	cormier	bronny	ers	guard	oubre	djesse	enough	became	heart	tuesday	couldn	september	morning	europe	concert	sold	november	code	photo	times	bad	posted	sure	record	project	kelly	sense	hands	half	fleur	summer	golf	bitch	odd	tape	early	art	business	because	gotta	grab	luck	million	deals	room	hand	close	ass	drops	malone	ready	try	update	san	apply	ask	cause	wish	fact	awesome	fuck	inside	major	october	scared	infinite	ultimate	grand	anything	iii	huge	vct	including	piece	goes	water	community	bigger	players	follow	looking
stylebender	15	7	9	4	8	3	2	4	2	4	1	3	3	0	3	1	1	3	2	1	0	0	0	2	2	2	3	5	1	4	3	2	0	2	1	0	0	0	1	0	0	0	1	1	1	1	0	0	3	0	1	5	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	2	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	2	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
BrianTcity	9	11	6	3	5	3	1	1	0	1	0	3	0	0	1	1	4	1	1	2	0	4	2	0	0	1	0	4	0	5	1	3	0	2	0	0	0	0	2	0	0	0	1	0	3	1	0	2	1	0	0	0	0	0	0	0	4	0	1	2	0	1	0	0	0	1	0	1	1	0	1	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NateDiaz209	9	8	4	2	5	1	3	2	1	0	2	2	4	0	6	0	0	0	0	0	0	0	0	0	4	1	2	0	1	2	1	2	4	2	0	0	2	0	1	1	0	1	0	1	2	2	0	1	1	13	0	0	2	0	3	2	0	0	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	0	3	0	0	0	0	3	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
dc_mma	49	42	13	12	20	19	8	9	26	13	6	12	16	0	0	5	6	4	1	8	1	5	0	0	6	1	0	5	5	7	1	2	7	0	1	4	8	4	2	0	0	5	2	2	3	2	11	4	4	9	5	1	2	0	0	1	3	0	4	3	5	4	1	7	0	0	3	6	7	0	0	2	1	3	1	1	2	1	2	2	0	0	2	0	1	0	1	0	2	1	2	0	0	0	1	0	2	0	0	0	1	0	4	1	0	1	5	4	0	2	3	0	4	0	6	0	2	2	1	2	0	1	0	0	2	0	0	0	4	1	0	2	1	2	0	5	1	0	2	2	0	2	7	1	1	5	5	13	6	2	0	0	3	0	0	0	0	2	0	0	3	0	1	0	0	0	13	0	0	1	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	1	0	2	3	0	1	1	2	1	0	0	0	0	2	1	1	0	0	2	1	0	0	0	0	0	2	3	0	2	0	1	0	0	0	0	0	2	1	0	1	2	1	4	0	2	0	0	0	2	3	1	0	3	0	0	7	0	0	0	2	0	0	1	1	0	0	0	1	1	0	4	0	1	2	1	0	1	3	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	5	1	0	1	0	1	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	3	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	4	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	3	0	0	0	0	0	0	5	0	0	0	0	2	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0
DustinPoirier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KingJames	7	9	6	8	6	2	6	3	2	1	2	1	1	0	0	4	0	1	2	2	1	0	0	0	2	0	1	1	3	2	2	0	0	2	5	2	4	0	2	3	0	0	1	1	4	3	1	0	2	0	0	2	3	1	3	1	3	1	0	1	0	0	0	6	0	2	3	0	5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
espn	66	18	2	5	2	5	2	5	0	4	2	3	6	6	1	2	5	1	0	4	0	2	0	4	1	0	0	2	0	1	4	3	3	0	1	3	1	4	0	1	6	0	2	3	0	0	1	7	0	0	0	1	0	0	0	1	0	2	0	0	1	1	4	1	1	0	0	0	0	0	1	2	0	1	0	2	0	1	0	0	0	0	2	1	0	1	0	1	0	0	0	5	1	0	0	0	1	3	1	5	1	2	0	0	2	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	3	3	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	3	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	7	3	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BleacherReport	28	8	1	4	3	3	1	0	0	4	3	0	9	0	0	2	1	3	0	1	0	1	0	5	1	0	0	0	0	1	0	1	1	0	5	3	0	3	0	0	6	2	0	1	0	0	2	0	0	0	1	1	0	4	0	2	0	3	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	4	15	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	4	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	3	0	0	0	1	0	0	2	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wojespn	78	28	1	20	4	17	2	15	0	3	3	1	9	33	0	2	4	3	0	1	0	2	0	1	1	3	1	2	0	0	9	4	3	0	6	4	0	9	0	0	13	0	0	2	1	4	1	1	0	0	4	1	0	5	2	1	0	1	0	0	0	0	4	1	17	0	2	1	0	0	0	9	3	1	0	2	0	1	0	1	2	1	2	1	3	2	0	6	8	0	2	15	0	0	2	0	4	0	0	4	1	0	0	0	1	0	1	0	1	0	0	0	0	8	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	1	7	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	4	0	3	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	4	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	7	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	3	0	0	0	0	1	1	1	0	0	0	4	0	1	0	0	1	0	0	4	4	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	6	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	3	0	1
SportsCenter	54	6	1	3	5	5	1	3	0	4	2	1	3	1	2	2	4	4	1	0	0	4	0	8	0	1	1	0	1	1	2	1	1	0	3	1	1	3	0	1	5	5	1	0	0	0	0	2	1	0	0	0	0	0	0	3	1	1	0	0	2	0	2	1	7	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	3	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	3	1	1	0	1	0	2	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	1	0	4	9	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SHAQ	5	2	3	1	2	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	4	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
StephenCurry30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
